N	Z	P1n	P2n	P3n	Element
164	80	20.4	12.6	28.9	Hg
165	80	10.1	18.5	17.9	Hg
166	80	14.6	14	29.3	Hg
167	80	10.6	14.6	12.6	Hg
168	80	12.7	10.7	31.5	Hg
169	80	10.2	12.9	9.4	Hg
170	80	11.5	7.8	27.3	Hg
171	80	10.9	11.6	6.8	Hg
172	80	9.9	5.9	16.6	Hg
173	80	8.7	12.2	4.3	Hg
174	80	9.5	4.2	12.3	Hg
175	80	8.7	12	4.2	Hg
176	80	8.8	3.3	8.7	Hg
177	80	8	12.3	4.4	Hg
178	80	7.4	3	5.3	Hg
179	80	5.3	12.7	3.1	Hg
180	80	5.8	2.3	3.8	Hg
181	80	3.5	11.3	5.2	Hg
182	80	5.6	2.1	3.3	Hg
183	80	0.6	6.4	4.2	Hg
184	80	4.9	3.2	4.7	Hg
185	80	0	0.5	0	Hg
186	80	0	0	0.5	Hg
123	81	0	0	0	Tl
125	81	0	0	0	Tl
126	81	0	0	0	Tl
127	81	1.2	0.1	0	Tl
128	81	3	0	0	Tl
129	81	3.9	1.3	0	Tl
130	81	4.1	0.5	0	Tl
131	81	3	0.9	0.3	Tl
132	81	25.5	1.2	0.3	Tl
133	81	47.5	3.3	0.6	Tl
134	81	45.6	1.4	0.7	Tl
135	81	66	4.3	0.7	Tl
136	81	62.4	1.7	0.9	Tl
137	81	69.2	6.2	0.7	Tl
138	81	72.4	2	1	Tl
139	81	73.8	9.5	1	Tl
140	81	75	2.4	1.2	Tl
141	81	67.3	17.8	1.1	Tl
142	81	78.8	3.2	1.4	Tl
143	81	42	45.1	1.5	Tl
144	81	77.8	4.4	1.7	Tl
145	81	28.3	59.4	1.9	Tl
146	81	76.1	6.2	2	Tl
147	81	20.7	66.7	2.4	Tl
148	81	72.6	9.7	2.5	Tl
149	81	17.4	69.4	3.2	Tl
150	81	65.4	16.4	3	Tl
151	81	19.8	64.3	4.5	Tl
152	81	53.1	25.6	4.1	Tl
153	81	18.1	61.9	7.9	Tl
154	81	39.3	37.6	6.3	Tl
155	81	14.8	48.2	16.3	Tl
156	81	29.1	37	11.3	Tl
157	81	14.1	39.2	25.9	Tl
158	81	26.5	29.8	23.4	Tl
159	81	13.3	33.1	29.3	Tl
160	81	24.1	23.6	32.6	Tl
161	81	13.2	25.7	25.3	Tl
162	81	23.4	18.3	38.5	Tl
163	81	12.5	22	20	Tl
164	81	24.1	12.8	42.6	Tl
165	81	8.5	25.5	11.5	Tl
166	81	23.5	10.5	36.6	Tl
167	81	7.7	23.6	10	Tl
168	81	23	8.7	24.5	Tl
169	81	6	23.7	8.2	Tl
170	81	21.8	8.4	18.8	Tl
171	81	4.2	23.3	7.3	Tl
172	81	20.6	7.9	14.7	Tl
173	81	2.8	22.5	6.6	Tl
174	81	18.9	7.5	13	Tl
175	81	1.8	19.9	6.8	Tl
176	81	16.6	7.1	13	Tl
177	81	1.1	15.6	7	Tl
178	81	13.8	6.2	14.2	Tl
179	81	0.4	11.7	4.8	Tl
180	81	10.5	4.2	16.5	Tl
181	81	0.1	5.7	2.6	Tl
182	81	6.3	2.4	17.2	Tl
183	81	0	2	0.4	Tl
184	81	2.7	0.4	11.2	Tl
185	81	0	0.6	0	Tl
186	81	0.1	0	0.5	Tl
187	81	0	0	0	Tl
123	82	0	0	0	Pb
127	82	0	0	0	Pb
128	82	0	0	0	Pb
129	82	0.2	0	0	Pb
130	82	0	0	0	Pb
131	82	2.2	0	0	Pb
132	82	0	0	0	Pb
133	82	3.1	0.5	0	Pb
134	82	1.5	0	0	Pb
135	82	4.1	1.1	0	Pb
136	82	3	0	0	Pb
137	82	5.1	1.5	0.2	Pb
138	82	4.2	0.2	0	Pb
139	82	8.5	1.7	0.5	Pb
140	82	5	0.8	0	Pb
141	82	11	2.1	0.5	Pb
142	82	5.9	1	0.2	Pb
143	82	19.1	2.5	0.6	Pb
144	82	7.3	1.1	0.5	Pb
145	82	37.7	3.1	0.7	Pb
146	82	9.7	1.2	0.7	Pb
147	82	50.4	4	0.8	Pb
148	82	12.4	1.3	0.7	Pb
149	82	58.5	5.6	0.9	Pb
150	82	22.4	1.6	0.8	Pb
151	82	55.2	7.2	1	Pb
152	82	29.9	1.8	0.9	Pb
153	82	52.9	12	1.2	Pb
154	82	39.4	2.2	1	Pb
155	82	45	20.6	1.4	Pb
156	82	44.7	2.9	1.2	Pb
157	82	37.1	31.9	1.9	Pb
158	82	48.6	4	1.4	Pb
159	82	29	37.5	2.5	Pb
160	82	48.3	6.1	1.7	Pb
161	82	23.7	41.5	3.7	Pb
162	82	46.6	10.9	2.2	Pb
163	82	20.1	44.8	6.9	Pb
164	82	40.6	20.2	3.8	Pb
165	82	15.6	43.5	10.9	Pb
166	82	28.5	29	4.9	Pb
167	82	13.9	33	21.7	Pb
168	82	22.4	31.6	8.6	Pb
169	82	13.5	22.6	30.3	Pb
170	82	18.1	26.6	17.4	Pb
171	82	12.9	17.5	26.8	Pb
172	82	14.6	17	29.2	Pb
173	82	11.6	14.6	14.9	Pb
174	82	11.4	12.5	33.5	Pb
175	82	11.7	11.8	10.5	Pb
176	82	9.9	8.7	30.2	Pb
177	82	10.9	11	6.8	Pb
178	82	8	6.1	16.9	Pb
179	82	8.7	11.7	4	Pb
180	82	7.3	3.9	10.9	Pb
181	82	7.5	12.5	3.4	Pb
182	82	6.7	2.8	6.6	Pb
183	82	5	12.3	4.8	Pb
184	82	6.1	2.5	4	Pb
185	82	0	9.6	0.8	Pb
186	82	1.7	1.4	3.8	Pb
187	82	0	0.3	0.1	Pb
188	82	0	0	0.4	Pb
189	82	0	0	0	Pb
127	83	0	0	0	Bi
128	83	0	0	0	Bi
129	83	0	0	0	Bi
130	83	0	0	0	Bi
131	83	1.5	0.4	0	Bi
132	83	2.1	0	0	Bi
133	83	3.2	1	0	Bi
134	83	5.6	0	0	Bi
135	83	9.9	1.7	0.3	Bi
136	83	11.3	0.7	0	Bi
137	83	25.1	2.4	0.5	Bi
138	83	20.6	1.1	0.2	Bi
139	83	47.4	3.2	0.6	Bi
140	83	35.7	1.3	0.6	Bi
141	83	64.2	4.2	0.7	Bi
142	83	53.3	1.6	0.8	Bi
143	83	71.3	5.9	0.8	Bi
144	83	65	1.8	1	Bi
145	83	73.5	8.8	0.9	Bi
146	83	70.5	2.2	1.1	Bi
147	83	68.6	15.9	1.1	Bi
148	83	71.7	2.6	1.2	Bi
149	83	56.3	30.3	1.3	Bi
150	83	73.8	3.3	1.4	Bi
151	83	39	48	1.6	Bi
152	83	74.1	4.7	1.7	Bi
153	83	31.1	55.7	2	Bi
154	83	72.3	7.8	2.1	Bi
155	83	24.9	61.3	2.6	Bi
156	83	65.6	14.8	2.7	Bi
157	83	22.4	62.5	4.1	Bi
158	83	54.8	25.5	3.8	Bi
159	83	21.3	60.2	6.6	Bi
160	83	46.6	31.3	5.7	Bi
161	83	19.6	54.5	13	Bi
162	83	40.1	33.5	10.1	Bi
163	83	18.1	42.9	24.4	Bi
164	83	35.4	28	23.3	Bi
165	83	14.6	37.2	30.3	Bi
166	83	32.8	18.6	35.3	Bi
167	83	13.1	33.4	24.5	Bi
168	83	30.2	15.8	38.7	Bi
169	83	10	27.8	17.1	Bi
170	83	25.1	13	44	Bi
171	83	8	27.1	11.7	Bi
172	83	22.8	11.7	38	Bi
173	83	5.1	26.7	8.2	Bi
174	83	21.1	11	23.2	Bi
175	83	4	24.7	7.4	Bi
176	83	19.7	10.1	16.6	Bi
177	83	2.8	22	8	Bi
178	83	17.3	9.7	13.1	Bi
179	83	1.5	19.7	7.2	Bi
180	83	14.4	8	13	Bi
181	83	0.8	13.7	7.1	Bi
182	83	10.6	6	14.5	Bi
183	83	0.2	6.3	4.7	Bi
184	83	6.8	3.2	14.1	Bi
185	83	0	2.5	0	Bi
186	83	0.5	0	2.1	Bi
187	83	0	0.2	0	Bi
188	83	0	0	0.3	Bi
189	83	0	0	0	Bi
131	84	0	0	0	Po
132	84	0	0	0	Po
133	84	0	0	0	Po
134	84	0	0	0	Po
135	84	1.1	0	0	Po
136	84	0	0	0	Po
137	84	2.9	0	0	Po
138	84	0	0	0	Po
139	84	2	0.4	0	Po
140	84	1.3	0	0	Po
141	84	4	1	0	Po
142	84	2.6	0	0	Po
143	84	5.7	1.5	0.2	Po
144	84	3.8	0.1	0	Po
145	84	8.8	1.8	0.5	Po
146	84	4.6	0.6	0	Po
147	84	13	2.1	0.5	Po
148	84	5.4	0.9	0.1	Po
149	84	24.3	2.5	0.6	Po
150	84	6.5	1	0.4	Po
151	84	37.2	3.1	0.7	Po
152	84	9.4	1.2	0.7	Po
153	84	46	3.8	0.8	Po
154	84	14.1	1.3	0.7	Po
155	84	49.4	5	0.9	Po
156	84	22.8	1.6	0.8	Po
157	84	53.3	7.2	1	Po
158	84	32.7	1.9	0.9	Po
159	84	51.9	11.9	1.2	Po
160	84	37.3	2.2	1	Po
161	84	42.7	20	1.4	Po
162	84	40.7	2.9	1.1	Po
163	84	33.3	30	1.8	Po
164	84	43.5	4.1	1.4	Po
165	84	27.5	35.3	2.4	Po
166	84	42.8	6.5	1.7	Po
167	84	24	38	3.7	Po
168	84	39.7	11.1	2.3	Po
169	84	20.2	39	5.7	Po
170	84	31	19.6	3.3	Po
171	84	18.4	37.6	11.2	Po
172	84	22.7	28.5	5.2	Po
173	84	16.4	28.1	20.8	Po
174	84	17.4	29.5	9	Po
175	84	15.8	18	28.3	Po
176	84	5.8	7.7	7.5	Po
177	84	8.7	9.5	13.4	Po
178	84	9.2	10.3	22.5	Po
179	84	9	10.9	8.6	Po
180	84	9.6	7.5	27	Po
181	84	9.3	10.9	6.4	Po
182	84	8.9	5.9	14.4	Po
183	84	7.2	12.2	5.1	Po
184	84	8.7	4.6	8	Po
185	84	0.8	10.8	4.2	Po
186	84	2.2	2.5	8.3	Po
187	84	0	1.3	2.1	Po
188	84	0	0	4.8	Po
189	84	0	0	0	Po
133	85	2	0	0	At
134	85	0	0	0	At
135	85	0	0	0	At
136	85	2.7	0	0	At
137	85	5	1.1	0	At
138	85	5.7	0	0	At
139	85	7	1.7	0.1	At
140	85	7.8	0.2	0	At
141	85	17.7	2.2	0.4	At
142	85	15	0.9	0	At
143	85	38.2	2.8	0.5	At
144	85	15.1	0.9	0.2	At
145	85	46	3	0.6	At
146	85	36.4	1.3	0.6	At
147	85	58.6	4.2	0.6	At
148	85	50.7	1.5	0.8	At
149	85	69.5	6.4	0.8	At
150	85	59.4	1.8	0.9	At
151	85	71.1	10.1	0.9	At
152	85	65.9	2.2	1.1	At
153	85	66.3	17.6	1.1	At
154	85	70.1	2.8	1.2	At
155	85	52.6	32.5	1.3	At
156	85	72.6	3.8	1.5	At
157	85	41	45.4	1.6	At
158	85	73.1	5.7	1.8	At
159	85	33.2	53.1	2.1	At
160	85	69.8	9.7	2.2	At
161	85	29.1	56.6	2.7	At
162	85	61.8	17.8	2.8	At
163	85	25.8	58.7	4	At
164	85	51.5	28.5	4	At
165	85	23.4	57.8	6.7	At
166	85	45.2	33.3	6.4	At
167	85	21.5	51.3	14.8	At
168	85	41.3	31.5	13	At
169	85	19.4	40.4	25.8	At
170	85	38	21.4	26.3	At
171	85	17	35.5	28.2	At
172	85	35.6	15	34.4	At
173	85	14.7	32.9	21.1	At
174	85	32.9	12.7	37.3	At
175	85	12.2	31.6	11.8	At
176	85	31	11.1	35.8	At
177	85	3.6	7.3	1.9	At
178	85	18.5	6.7	14.3	At
179	85	5.1	22.9	5.5	At
180	85	21	8.3	13.5	At
181	85	5.7	23.2	7.3	At
182	85	19.9	8	14	At
183	85	3.6	20.9	6.5	At
184	85	14.3	6.1	16.2	At
185	85	0	14.7	1.6	At
186	85	1.5	0.9	8.4	At
187	85	0	0.6	0.2	At
188	85	0	0	0.9	At
189	85	0	0	0	At
191	85	0	0	0	At
138	86	0	0	0	Rn
139	86	0.3	0	0	Rn
140	86	0	0	0	Rn
141	86	1.9	0	0	Rn
142	86	0	0	0	Rn
143	86	2.5	0.2	0	Rn
144	86	0.1	0	0	Rn
145	86	4.2	0.8	0	Rn
146	86	2	0	0	Rn
147	86	5.9	1.5	0	Rn
148	86	3.3	0	0	Rn
149	86	8.2	1.7	0.3	Rn
150	86	4.2	0.3	0	Rn
151	86	11.9	1.8	0.5	Rn
152	86	4.8	0.7	0	Rn
153	86	20.1	2.2	0.6	Rn
154	86	6.1	1	0.3	Rn
155	86	30	2.7	0.6	Rn
156	86	9	1.1	0.6	Rn
157	86	42.6	3.3	0.7	Rn
158	86	15.3	1.3	0.7	Rn
159	86	48	4.3	0.8	Rn
160	86	22.7	1.5	0.8	Rn
161	86	50.9	5.9	0.9	Rn
162	86	29.6	1.7	0.8	Rn
163	86	49.2	8.5	1	Rn
164	86	35.2	2.1	0.9	Rn
165	86	45.1	14.6	1.2	Rn
166	86	39.6	2.7	1.1	Rn
167	86	36.6	25	1.5	Rn
168	86	43.1	3.7	1.3	Rn
169	86	29.4	32.8	2	Rn
170	86	43.1	5.8	1.6	Rn
171	86	24.9	36.6	2.7	Rn
172	86	39.8	9.9	2	Rn
173	86	22.3	38.2	4.2	Rn
174	86	31.1	18.7	2.7	Rn
175	86	19.8	36.5	7.8	Rn
176	86	23.5	26.5	4.7	Rn
177	86	18.5	26.7	18.9	Rn
178	86	17.8	28.2	8.1	Rn
179	86	8.3	10.6	13.6	Rn
180	86	11.4	12.6	14.8	Rn
181	86	10.9	12.7	13.4	Rn
182	86	12.7	7.9	25.3	Rn
183	86	9.3	15.5	6.1	Rn
184	86	12.9	6.4	15.6	Rn
185	86	2.6	16.9	6.3	Rn
186	86	9.1	7	9.9	Rn
187	86	0	8.8	3.7	Rn
188	86	0.6	0	6.4	Rn
189	86	0	1.4	0	Rn
190	86	0	0	1.1	Rn
191	86	0	0	0	Rn
141	87	4.6	0.8	0	Fr
142	87	4.5	0	0	Fr
143	87	7.6	1.6	0	Fr
144	87	7.1	0	0	Fr
145	87	13.4	2	0.2	Fr
146	87	9.6	0.5	0	Fr
147	87	20.9	2.3	0.5	Fr
148	87	17.7	1	0	Fr
149	87	49.5	3.1	0.6	Fr
150	87	29.7	1.3	0.3	Fr
151	87	64.3	4.1	0.7	Fr
152	87	43.5	1.4	0.7	Fr
153	87	69.5	5.4	0.7	Fr
154	87	55	1.7	0.9	Fr
155	87	70.9	7.6	0.8	Fr
156	87	49.4	1.7	0.8	Fr
157	87	65.1	12	1	Fr
158	87	68	2.5	1.1	Fr
159	87	60.1	23.5	1.2	Fr
160	87	71.3	3.4	1.3	Fr
161	87	48.2	37	1.4	Fr
162	87	72.2	4.6	1.5	Fr
163	87	40.4	44.8	1.6	Fr
164	87	71.5	7.2	1.9	Fr
165	87	35.4	50.1	2.1	Fr
166	87	66.7	13.3	2.4	Fr
167	87	32	53	2.9	Fr
168	87	56.3	24.5	3.3	Fr
169	87	29.1	54.1	4.7	Fr
170	87	49.3	30.3	5.1	Fr
171	87	25.2	53.2	8.7	Fr
172	87	44	31.5	9.2	Fr
173	87	21.9	45.7	18.6	Fr
174	87	41.1	23.9	20.3	Fr
175	87	19.1	37	27.3	Fr
176	87	38.2	15.6	31.2	Fr
177	87	15.7	34.7	23.9	Fr
178	87	34.6	13.8	35.8	Fr
179	87	11.5	35.2	11.1	Fr
180	87	14	5.8	13.4	Fr
181	87	7.1	22	6.7	Fr
182	87	21.6	9.8	15.7	Fr
183	87	4.9	24.4	9.1	Fr
184	87	18.3	8.4	17.5	Fr
185	87	1.1	15.2	5.3	Fr
186	87	10.3	2.4	12.4	Fr
187	87	0	18.9	3.4	Fr
188	87	2.8	0	5.5	Fr
189	87	0	14.7	0	Fr
190	87	0	0	5.8	Fr
191	87	0	0	0	Fr
193	87	0	0	0	Fr
195	87	0	0	0	Fr
197	87	0	0	0	Fr
139	88	0	0	0	Ra
140	88	0	0	0	Ra
141	88	0	0	0	Ra
142	88	0	0	0	Ra
143	88	0	0	0	Ra
144	88	0	0	0	Ra
145	88	1.3	0	0	Ra
146	88	0	0	0	Ra
147	88	2.9	0	0	Ra
148	88	0	0	0	Ra
149	88	3.7	0.6	0	Ra
150	88	0.7	0	0	Ra
151	88	4.7	1.1	0	Ra
152	88	2.1	0	0	Ra
153	88	5.8	1.4	0.2	Ra
154	88	3.7	0	0	Ra
155	88	9.8	1.8	0.5	Ra
156	88	4.5	0.5	0	Ra
157	88	17.3	2	0.6	Ra
158	88	4.5	0.7	0.1	Ra
159	88	24.2	2.2	0.6	Ra
160	88	8	1	0.4	Ra
161	88	35.1	2.8	0.7	Ra
162	88	12.4	1.2	0.6	Ra
163	88	39.8	3.5	0.7	Ra
164	88	19.5	1.4	0.7	Ra
165	88	45.1	4.6	0.8	Ra
166	88	27.2	1.6	0.8	Ra
167	88	46.4	6.4	1	Ra
168	88	34.2	1.9	0.9	Ra
169	88	44.7	10.2	1.1	Ra
170	88	38	2.4	1	Ra
171	88	38	18.2	1.3	Ra
172	88	39.1	3.2	1.2	Ra
173	88	29.2	27.4	1.6	Ra
174	88	38.8	4.9	1.4	Ra
175	88	24.5	32.3	2.1	Ra
176	88	36.1	8.7	1.8	Ra
177	88	23.4	34	3.6	Ra
178	88	28.1	18	2.5	Ra
179	88	20.4	33.3	6.6	Ra
180	88	21.8	25.9	4.5	Ra
181	88	19.5	21.8	22.1	Ra
182	88	11.8	13.6	7.4	Ra
183	88	11.1	15.2	15.7	Ra
184	88	15.1	7.7	22.2	Ra
185	88	7.2	24.5	8.6	Ra
186	88	15.6	10.1	12	Ra
187	88	2.4	8.8	12.6	Ra
188	88	4.7	2.1	15.2	Ra
189	88	0	8	1.6	Ra
190	88	0.7	0	4.6	Ra
191	88	0	1.3	0	Ra
192	88	0	0	0.9	Ra
193	88	0	0	0	Ra
195	88	0	0	0	Ra
140	89	0	0	0	Ac
141	89	0	0	0	Ac
142	89	0	0	0	Ac
143	89	0	0	0	Ac
144	89	0	0	0	Ac
145	89	4	0.6	0	Ac
146	89	2.4	0	0	Ac
147	89	4.1	1	0	Ac
148	89	3.9	0	0	Ac
149	89	8.9	1.7	0.1	Ac
150	89	8.5	0.2	0	Ac
151	89	22	2.2	0.4	Ac
152	89	12.4	0.8	0	Ac
153	89	39.9	2.7	0.5	Ac
154	89	17.3	1.1	0.2	Ac
155	89	54.9	3.2	0.6	Ac
156	89	26	1.3	0.5	Ac
157	89	67.2	3.8	0.7	Ac
158	89	40.1	1.4	0.8	Ac
159	89	69.6	4.8	0.7	Ac
160	89	50.2	1.7	0.9	Ac
161	89	59.5	7.9	0.8	Ac
162	89	63.8	2.3	1	Ac
163	89	63.3	17	1	Ac
164	89	69.7	3	1.2	Ac
165	89	55.3	28.3	1.2	Ac
166	89	72.3	4.1	1.4	Ac
167	89	46.7	37.7	1.4	Ac
168	89	73.4	6.1	1.8	Ac
169	89	42.3	43.3	1.9	Ac
170	89	70.1	11.6	2.2	Ac
171	89	38.7	47	2.6	Ac
172	89	59	22.2	2.9	Ac
173	89	33.9	50	3.6	Ac
174	89	52.1	28.6	4.3	Ac
175	89	28.7	51.7	6.2	Ac
176	89	48.2	29.1	8.1	Ac
177	89	25.5	43.4	17.7	Ac
178	89	44.8	20.8	20	Ac
179	89	20.1	39	24.3	Ac
180	89	40.7	15.5	29.5	Ac
181	89	14.7	39.1	16.1	Ac
182	89	34.5	16.9	32	Ac
183	89	5.7	17.6	5.8	Ac
184	89	12.6	7.2	9.2	Ac
185	89	2.7	28.8	9.4	Ac
186	89	16.9	8.3	25.9	Ac
187	89	0	11.3	9.4	Ac
188	89	8.5	0	19.1	Ac
189	89	0	1.8	0	Ac
190	89	1.6	0	12.9	Ac
191	89	0	0.4	0	Ac
192	89	0.2	0	1.8	Ac
193	89	0	0.1	0	Ac
194	89	0	0	0.1	Ac
195	89	0	0	0	Ac
197	89	0	0	0	Ac
199	89	0	0	0	Ac
201	89	0	0	0	Ac
203	89	0	0	0	Ac
205	89	0	0	0	Ac
141	90	0	0	0	Th
143	90	0	0	0	Th
144	90	0	0	0	Th
145	90	0	0	0	Th
146	90	0	0	0	Th
147	90	0	0	0	Th
148	90	0	0	0	Th
149	90	0.4	0	0	Th
150	90	0	0	0	Th
151	90	1.5	0	0	Th
152	90	0	0	0	Th
153	90	3.4	0.2	0	Th
154	90	0	0	0	Th
155	90	4.1	0.8	0	Th
156	90	1.5	0	0	Th
157	90	5.1	1.3	0	Th
158	90	2.8	0	0	Th
159	90	6	1.5	0.3	Th
160	90	3.5	0.2	0	Th
161	90	7.9	1.6	0.5	Th
162	90	4	0.7	0	Th
163	90	9.5	1.8	0.5	Th
164	90	5.1	0.9	0.3	Th
165	90	15.8	1.9	0.5	Th
166	90	6.4	1	0.5	Th
167	90	21.7	2.3	0.6	Th
168	90	9.8	1.1	0.6	Th
169	90	39	3.6	0.8	Th
170	90	24.6	1.4	0.7	Th
171	90	41.6	4.8	0.9	Th
172	90	30	1.7	0.8	Th
173	90	39.8	7.5	1	Th
174	90	33.2	2.2	0.9	Th
175	90	34.5	13.7	1.1	Th
176	90	35	2.9	1.1	Th
177	90	28.7	22.8	1.5	Th
178	90	35.2	4.5	1.3	Th
179	90	24.8	28.1	2	Th
180	90	33.1	9.3	1.8	Th
181	90	23	30.8	3.6	Th
182	90	24	20.8	3	Th
183	90	21.5	25.7	14.9	Th
184	90	21	21.6	8.9	Th
185	90	13.3	27.1	8.8	Th
186	90	18.3	13	17.2	Th
187	90	4.6	18.7	14.1	Th
188	90	10.8	5.6	15.7	Th
189	90	1	8.2	5.6	Th
190	90	7.6	1.5	8.7	Th
191	90	0	7.6	0.5	Th
192	90	5.6	0	7.2	Th
193	90	0	5.9	0	Th
194	90	1.9	0	5.7	Th
195	90	0	2.6	0	Th
196	90	0	0	1.5	Th
197	90	0	0	0	Th
199	90	0	0	0	Th
201	90	0	0	0	Th
143	91	0	0	0	Pa
144	91	0	0	0	Pa
145	91	0	0	0	Pa
146	91	0	0	0	Pa
147	91	0	0	0	Pa
148	91	0	0	0	Pa
149	91	3.4	0.4	0	Pa
150	91	1.5	0	0	Pa
151	91	3.6	0.8	0	Pa
152	91	2.5	0	0	Pa
153	91	4	1.2	0	Pa
154	91	4	0	0	Pa
155	91	15.6	1.9	0.3	Pa
156	91	11.5	0.6	0	Pa
157	91	35.1	2.5	0.5	Pa
158	91	17.3	1.1	0	Pa
159	91	52.3	2.9	0.6	Pa
160	91	23.3	1.2	0.4	Pa
161	91	62	3.4	0.6	Pa
162	91	35.5	1.4	0.7	Pa
163	91	61.7	4.2	0.6	Pa
164	91	46.8	1.6	0.8	Pa
165	91	69.6	5.3	0.8	Pa
166	91	53.3	1.8	0.9	Pa
167	91	65.7	7.6	0.8	Pa
168	91	58.6	2.1	1	Pa
169	91	64.7	13.1	1	Pa
170	91	59.7	2.7	1.1	Pa
171	91	60.2	20.2	1.2	Pa
172	91	61.8	4	1.4	Pa
173	91	50.8	25.8	1.3	Pa
174	91	60.7	7.1	1.6	Pa
175	91	46	29.8	1.6	Pa
176	91	55.4	13.8	2.2	Pa
177	91	37.5	45.9	3.3	Pa
178	91	55.3	25.9	4.6	Pa
179	91	30.7	48.8	7	Pa
180	91	50.3	24.9	10.8	Pa
181	91	23.1	43.8	19.2	Pa
182	91	45.1	18	23.7	Pa
183	91	14.4	43.9	18.3	Pa
184	91	35.5	18.7	29.4	Pa
185	91	6	39.4	11.4	Pa
186	91	21.5	17.6	25.7	Pa
187	91	0.6	20.2	12.8	Pa
188	91	15.6	3.7	25.4	Pa
189	91	0	5.1	3.3	Pa
190	91	9.2	0	18	Pa
191	91	0	2.2	0	Pa
192	91	4.7	0	16.6	Pa
193	91	0	1.2	0	Pa
194	91	5.8	0	19.2	Pa
195	91	0	1.1	0	Pa
196	91	2.3	0	8.7	Pa
197	91	0	0.4	0	Pa
198	91	0.2	0	1.5	Pa
199	91	0	0.1	0	Pa
200	91	0	0	0.1	Pa
201	91	0	0	0	Pa
203	91	0	0	0	Pa
205	91	0	0	0	Pa
207	91	0	0	0	Pa
209	91	0	0	0	Pa
211	91	0	0	0	Pa
144	92	0	0	0	U
145	92	0	0	0	U
146	92	0	0	0	U
147	92	0	0	0	U
148	92	0	0	0	U
149	92	0	0	0	U
150	92	0	0	0	U
151	92	0	0	0	U
152	92	0	0	0	U
153	92	0	0	0	U
154	92	0	0	0	U
155	92	0.7	0	0	U
156	92	0	0	0	U
157	92	2	0	0	U
158	92	0	0	0	U
159	92	3.8	0.4	0	U
160	92	0.4	0	0	U
161	92	4.3	0.9	0	U
162	92	2	0	0	U
163	92	4.2	1.3	0	U
164	92	3.1	0	0	U
165	92	5.7	1.4	0.3	U
166	92	3.5	0.5	0	U
167	92	6.7	1.5	0.5	U
168	92	4.3	0.8	0.1	U
169	92	11	1.7	0.5	U
170	92	5	0.9	0.4	U
171	92	17.4	1.9	0.6	U
172	92	7.6	1	0.6	U
173	92	18.4	2.3	0.6	U
174	92	11.1	1.1	0.6	U
175	92	22	2.8	0.7	U
176	92	15.7	1.3	0.7	U
177	92	25.2	3.7	0.8	U
178	92	18.2	1.5	0.7	U
179	92	21.5	6.7	0.8	U
180	92	21.1	2	0.9	U
181	92	18.6	13.3	1.1	U
182	92	22.2	3.5	1.1	U
183	92	18.4	19.1	1.9	U
184	92	18	10.3	1.7	U
185	92	13.1	19.8	8.3	U
186	92	21.7	12.6	14.7	U
187	92	10.3	25.7	14.4	U
188	92	14.1	8.4	14	U
189	92	4.4	18	8.8	U
190	92	10.1	4.7	11.6	U
191	92	2	15.4	5.5	U
192	92	9.2	2.1	10.1	U
193	92	3.1	8.9	5.7	U
194	92	4.3	0.8	4.1	U
195	92	0	11.1	0	U
196	92	4	0.1	3.5	U
197	92	0	5.8	1.4	U
198	92	3	0	3.2	U
199	92	0	4.9	0	U
200	92	1.8	0	2.9	U
201	92	0	2.9	0	U
202	92	0.3	0	1.9	U
203	92	0	0.6	0	U
204	92	0	0	0.4	U
205	92	0	0	0	U
207	92	0	0	0	U
209	92	0	0	0	U
211	92	0	0	0	U
146	93	0	0	0	Np
147	93	0	0	0	Np
148	93	0	0	0	Np
149	93	0	0	0	Np
150	93	0	0	0	Np
151	93	0	0	0	Np
152	93	0	0	0	Np
153	93	3.2	0.2	0	Np
154	93	1	0	0	Np
155	93	3.3	0.7	0	Np
156	93	2.2	0	0	Np
157	93	4.1	1.1	0	Np
158	93	3.4	0	0	Np
159	93	5	1.3	0.1	Np
160	93	10.4	0.4	0	Np
161	93	30.2	2.3	0.5	Np
162	93	15.7	1	0	Np
163	93	34	2.7	0.5	Np
164	93	22.9	1.2	0.3	Np
165	93	55.3	3.1	0.6	Np
166	93	32.2	1.3	0.6	Np
167	93	56.7	3.6	0.6	Np
168	93	42.7	1.5	0.8	Np
169	93	64.4	4.3	0.7	Np
170	93	46.2	1.7	0.9	Np
171	93	63.9	5.8	0.8	Np
172	93	57.1	1.9	1	Np
173	93	56.8	9.2	0.8	Np
174	93	60.7	2.7	1.1	Np
175	93	56.8	15.8	1	Np
176	93	60.9	3.9	1.3	Np
177	93	52.4	20.9	1.2	Np
178	93	58.6	7.7	1.6	Np
179	93	43.6	25.6	1.4	Np
180	93	54.9	13.1	2.3	Np
181	93	43	30.8	2.7	Np
182	93	52.6	16.2	4.3	Np
183	93	36	35.3	9.5	Np
184	93	46.2	13.5	12.9	Np
185	93	27.8	35.1	8.8	Np
186	93	40.6	12.9	17.5	Np
187	93	5.4	47	11.7	Np
188	93	38.9	6.8	17.6	Np
189	93	1.4	38.3	7.9	Np
190	93	17.3	3.2	25.8	Np
191	93	0.3	7.6	5.2	Np
192	93	14.6	0	24.7	Np
193	93	0	22.7	0	Np
194	93	25.9	0	18.4	Np
195	93	0	10.9	0	Np
196	93	21.4	0	14.6	Np
